SCG ID,"Secure Controls
Framework ID",DISA STIG ID,PCI DSS 4.0.1 ID,"Component
Name",Component Version,Feature/Function,Description/Title,Discussion,Potential Functional Impact if Default Value is Changed,"Implementation
Priority",Configuration Parameter,Installation Default Value,Baseline Suggested Value,Is the Default?,Action Needed,Setting Location,PowerCLI Command Assessment,PowerCLI Command Remediation
vcenter-9.fips-enable,"CRY-01
CRY-09.1
TDA-02.2",VCFA-9X-000253,"2.2.7
8.3.2",vCenter,9.0.0,Base,The vCenter Server must enable FIPS-validated cryptography.,"FIPS mode enforces validated cryptographic modules across all components, eliminating non-compliant algorithms and helping to ensure cryptographic integrity and deterministic random number generation to meet compliance requirements. Enabling this will cause vCenter Server to reboot.",Certain cipher suites will become unavailable and may impact interoperability.,P0,N/A,false,true,NO,Modify,API/PowerCLI,Invoke-GetSystemGlobalFips,"$spec = Initialize-SystemSecurityGlobalFipsUpdateSpec -Enabled $true
Invoke-SetSystemGlobalFips -SystemSecurityGlobalFipsUpdateSpec $spec"
vcenter-9.log-forwarding,MON-02,VCFA-9X-000141,"10.2.1
10.3.3",vCenter,9.0.0,VAMI,Component must forward system and audit logs to a remote log collection point.,"By gathering host log files onto a central host, you can more easily monitor all hosts using a single tool. Additionally, you can perform aggregate analysis and searching to identify coordinated attacks on multiple hosts. Logging to a secure and centralized log server helps prevent log tampering and ensures a unified, long-term audit record.",None.,P0,"VAMI, Syslog",Not Configured,Site-Specific Log Server,NO,Modify,vCenter Server Virtual Appliance Management Interface,"(Get-CisService -Name ""com.vmware.appliance.logging.forwarding"").get()",N/A
vcenter-9.login-message,SEA-18,VCFA-9X-000018,2.2.6,vCenter,9.0.0,Base,Configure the vCenter Server login banner and details for the vSphere Client.,"While not a direct security control, a login message or banner is  used to inform authorized users of their responsibilities and conditions for system use, as well as to enable disciplinary action and/or prosecution of unauthorized behavior.",None.,P1,"""Details of Login Message""",Not Configured,"Consult your organization's legal advisors for text that is applicable to your environment.

An example is: ""Authorized users only. Actual or attempted unauthorized use of this system is prohibited and may result in criminal, civil, security, or administrative proceedings and/or penalties. Use of this information system indicates consent to monitoring and recording, without notice or permission. Users have no expectation of privacy in any use of this system. Any information stored on, or transiting this system, or obtained by monitoring and/or recording, may be disclosed to law enforcement and/or used in accordance with Federal law, State statute, and organization policy. If you are not an authorized user of this system, exit the system at this time.""",NO,Modify,vCenter Server SSO Configuration,N/A,N/A
vcenter-9.login-message-enable,SEA-18,VCFA-9X-000019,2.2.6,vCenter,9.0.0,Base,Enable the vCenter Server login banner for the vSphere Client.,"vCenter Server can show a login message, useful for deterring intruders and communicating usage obligations to authorized users. This configuration enables the display of this message on the vSphere Client login page.",None.,P1,"""Show Login Message""",FALSE,TRUE,NO,Modify,vCenter Server SSO Configuration,"N/A (No public API available)

Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done.","N/A (No public API available)

Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done."
vcenter-9.login-message-text,SEA-18,VCFA-9X-000020,2.2.6,vCenter,9.0.0,Base,Configure the vCenter Server login banner text for the vSphere Client.,"vCenter Server allows a login message, which deters intruders and communicates obligations to authorized users. This configuration establishes the text displayed on the vSphere Client login page.",None.,P1,"""Login Message""",Not Configured,"Consult your organization's legal advisors for specific text.

An example is: ""Use of this system indicates awareness of, and consent to, the organizational policies governing this system.""",NO,Modify,vCenter Server SSO Configuration,"N/A (No public API available)

Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done.","N/A (No public API available)

Can be configured using ""/opt/vmware/bin/sso-config.sh -set_logon_banner -title <logon_banner_title> <logonBannerFile>"" from an appliance shell. Please deactivate the shell again when you are done."
vcenter-9.log-level,"MON-02
MON-02.1
MON-02.2
MON-02.7
MON-03
MON-03.1
MON-03.3
MON-04
MON-06
MON-8.1
MON-8.3
MON-10
AST-14
CHG-04.1
MON-02.6",N/A,"10.2.1
10.3.3",vCenter,9.0.0,Base,VMware vCenter must log sufficient information for events.,It is important to ensure that sufficient information is present in audit logs for diagnostics and forensics purposes.,Additional storage space consumed by logs.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
vcenter-9.logs-level-global,"MON-01.8
MON-03
MON-03.1
MON-04
MON-02.7",VCFA-9X-000028,"10.2.1
10.3.3",vCenter,9.0.0,Base,The vCenter Server must produce audit records containing information to establish what type of events occurred.,It is important to ensure that sufficient information is present in audit logs for diagnostics and forensics purposes.,None.,P2,config.log.level,info,info,YES,Audit,vCenter Server Advanced Settings,Get-AdvancedSetting -Entity $VC -Name config.log.level,Get-AdvancedSetting -Entity $VC -Name config.log.level | Set-AdvancedSetting -Value info
vcenter-9.native-key-provider-backup,"CRY-09
CRY-09.3
CRY-03",VCFA-9X-000335,4.2.1,vCenter,9.0.0,Native Key Provider,Native Key Provider instances must be backed up with a strong password.,"The vCenter Native Key Provider feature was introduced in 7.0 U2 and acts as a key provider for encryption-based capabilities such as encrypted virtual machines without requiring an external KMS solution. When enabling this feature, a backup must be taken, which is a PKCS#12 formatted file. If no password is provided during the backup process, this presents the opportunity for this to be used maliciously and compromise the environment.",None.,P0,N/A,Not Configured,Configured,NO,Modify,N/A,N/A,N/A
vcenter-9.network-mac-learning,"NET-04
NET-03",VCFA-9X-000345,1.4.5,vCenter,9.0.0,Distributed Switch,All distributed switch port groups must deactivate MAC Learning unless used intentionally.,"MAC Learning enables a distributed switch to provide network connectivity to systems where more than one MAC address is used on a vNIC. This can be useful in special cases like nested virtualization (running ESX inside ESX, for example). MAC learning also supports unknown unicast flooding. Normally, when a packet that is received by a port has an unknown destination MAC address, the packet is dropped. With unknown unicast flooding enabled, the port floods unknown unicast traffic to every port on the switch that has MAC learning and unknown unicast flooding enabled. This property is enabled by default, but only if MAC learning is enabled. It is recommended to disable MAC Learning unless it is in use intentionally for a known workload that requires it.",Some workloads do legitimately use these network tactics and will be negatively affected by the defaults/desired state.,"P2
Upon Feature Enablement",N/A,Disabled,Disabled,YES,Audit,Distributed Switch Port Group Settings,(Get-VDPortgroup -Name $VDPG).ExtensionData.Config.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy | Select-Object -ExpandProperty Enabled,"$VDPGview = Get-VDPortgroup -Name $VDPG | Get-View 
$ConfigSpec = New-Object VMware.Vim.DVPortgroupConfigSpec
$ConfigSpec.DefaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting
$ConfigSpec.DefaultPortConfig.MacManagementPolicy = New-Object VMware.Vim.DVSMacManagementPolicy
$ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy = New-Object VMware.Vim.DVSMacLearningPolicy
$ConfigSpec.DefaultPortConfig.MacManagementPolicy.MacLearningPolicy.Enabled = $false
$ConfigSpec.ConfigVersion = $VDPGview.Config.ConfigVersion
$VDPGview.ReconfigureDVPortgroup_Task($ConfigSpec)"
vcenter-9.network-nioc,CAP-02,VCFA-9X-000105,2.2.6,vCenter,9.0.0,Base,Ensure resilience to network denial-of-service by enabling Network I/O Control (NIOC),"VMware vSphere Network I/O Control (NIOC) is a traffic management technology that offers quality of service at the hypervisor level, enhancing network performance by prioritizing resources in multi-tenant cloud and shared workload environments. Incorporated into the vSphere distributed switch (vDS), NIOC partitions network adapter bandwidth into ""network resource pools"" that correspond to different traffic types, such as vMotion and management traffic, allowing users to allocate shares, limits, and reservations to these pools.

NIOC preserves network availability for essential services and prevents congestion by limiting less critical traffic. This is achieved by enabling the creation of network control policies per business requirements, ensuring traffic type isolation, and allowing dynamic resource reallocation based on priority and usage.",None.,P0,N/A,Not Configured,Configured,NO,Modify,Distributed Switch Settings,N/A,N/A
